soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3
seachpa-3,_,1513.381474,2523.573526,3341.619157,seachpa-3,a,633.0425348,1545.156014,2614.069004,seachpa-3,x,950.7867227,2030.532601,3059.34792,seachpa-3,closure,904.4232904,2277.589825,3409.03274,seachpa-3,p burst,531.5137638,1292.564173,2866.758279,seachpa-3,_,700.751347,1631.22604,2763.006165,seachpa-3,_,1729.436998,2608.291201,3422.439279,seachpa-3,a,721.9624936,1707.52126,2937.365447,seachpa-3,x,892.7981602,1623.509276,2874.736882,seachpa-3,closure,814.1718151,1973.831926,3093.499414,seachpa-3,p burst,249.3348682,1172.588724,2452.695645,seachpa-3,_,633.5367032,1575.961669,2900.281114,,,,,,,,,,,,,,,,,,,,
seachpa,_,1497.448685,2440.768422,3325.825841,seachpa,a,660.1791937,1685.636315,2879.401281,seachpa,x,944.0707266,2144.966304,3281.801601,seachpa,closure,1084.996739,2430.484391,3639.002371,seachpa,p burst,843.9624832,1973.370709,3324.650369,seachpa,_,528.411259,1250.996618,2688.238031,seachpa,_,1555.207259,2575.994453,3436.11426,seachpa,a,643.3222964,1561.973829,2891.877059,seachpa,x,784.1253418,1642.750467,2959.117149,seachpa,closure,952.5268455,2402.714112,3524.781061,seachpa,p burst,203.2453307,1139.477679,2628.923225,seachpa,_,444.8259379,1147.421374,2678.75879,,,,,,,,,,,,,,,,,,,,
seachsii-2,_,1519.202887,2607.319195,3286.149303,seachsii-2,a,565.7290491,1522.418514,2734.854055,seachsii-2,x,765.219578,1694.39441,2857.617458,seachsii-2,s,1350.723144,2592.154522,3520.213233,seachsii-2,i,316.2945601,1808.400054,2978.555643,seachsii-2,_,1651.471369,2577.261282,3386.36041,seachsii-2,a,612.3009045,1557.694036,2754.68467,seachsii-2,x,796.4824264,1914.635251,3068.922107,seachsii-2,s,1398.03371,2639.203675,3434.109564,seachsii-2,i,334.7527683,1851.429668,3048.841715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachsii-3,_,1489.56456,2523.280961,3395.182686,seachsii-3,a,663.8987403,1682.972507,2801.019927,seachsii-3,x,977.9703152,1629.192818,2804.196531,seachsii-3,s,1437.17383,2738.540789,3435.753176,seachsii-3,i,313.5839203,1913.313268,2994.555152,seachsii-3,_,1576.680291,2569.319231,3443.178466,seachsii-3,a,658.7451842,1641.765226,2805.174213,seachsii-3,x,866.6073299,1737.470838,2783.223024,seachsii-3,s,1510.343403,2633.707575,3444.5009,seachsii-3,i,333.8407345,1883.090229,2918.229055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachsii,_,1428.140319,2405.967949,3223.923013,seachsii,a,586.0484081,1466.662132,2752.776123,seachsii,x,827.6350909,1333.511898,2786.396934,seachsii,s,1601.31982,2803.686038,3515.418583,seachsii,i,309.0399944,1975.950799,3060.935911,seachsii,_,1241.872038,2340.577327,3181.899994,seachsii,a,608.5798116,1617.371777,2669.947293,seachsii,x,824.1570647,1740.577765,2743.844057,seachsii,s,1398.602068,2654.219048,3576.072403,seachsii,i,320.5662765,1920.908868,3058.556965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtach-2,_,1394.963148,2330.497203,3300.273643,seachtach-2,a,585.944941,1658.196469,2842.143059,seachtach-2,x,1066.429941,2284.016663,3346.798588,seachtach-2,closure,1625.054608,2693.639426,3747.219527,seachtach-2,t burst,725.5322455,1895.648443,3227.459277,seachtach-2,_,622.545727,1760.092832,2675.55844,seachtach-2,x,1018.073044,2418.272139,3381.69129,seachtach-2,_,1301.214387,2336.991091,3240.001864,seachtach-2,a,675.1698822,1752.393501,2933.549385,seachtach-2,x,1209.799503,2625.317813,3446.150266,seachtach-2,closure,1504.717363,2876.076995,3853.656104,seachtach-2,t burst,1025.087723,1971.82944,3265.095507,seachtach-2,_,446.7310486,1165.107651,2619.500795,seachtach-2,x,969.0361311,2336.161598,3225.581577,,,,,,,,,,
seachtach-3,_,1223.56772,2319.298059,3290.204717,seachtach-3,a,652.2646155,1722.355938,2958.5255,seachtach-3,x,1221.558239,2318.39285,3296.738014,seachtach-3,closure,1506.106158,2761.849887,3693.529672,seachtach-3,t burst,373.4417846,1715.069275,2927.782329,seachtach-3,_,518.335267,1191.94046,2627.350878,seachtach-3,x,928.6255331,2128.758448,2868.178019,seachtach-3,_,1433.639924,2425.878381,3310.910987,seachtach-3,a,650.9896572,1657.155624,2916.333787,seachtach-3,x,1140.073897,1994.231109,2959.380721,seachtach-3,closure,1526.798794,2799.559424,3635.456533,seachtach-3,t burst,478.7386613,1823.942623,3024.919858,seachtach-3,_,458.2995474,1099.330045,2604.402201,seachtach-3,x,1036.731345,2360.527386,3141.142562,,,,,,,,,,
seachtach,_,1431.938848,2377.648661,3305.805037,seachtach,a,546.667381,1343.161167,2671.109752,seachtach,x,1028.279396,2095.68353,2971.58789,seachtach,closure,1549.917292,2475.722402,3417.274675,seachtach,t burst,1167.015905,2131.642011,3335.297148,seachtach,_,464.1069852,1350.379201,2531.164358,seachtach,x,1022.020856,2296.858035,3307.260895,seachtach,_,1374.093472,2296.221134,3269.932635,seachtach,a,625.2699883,1603.625746,2552.980841,seachtach,x,1011.028969,2164.097466,3297.215641,seachtach,closure,1233.480923,2644.430418,3562.8683,seachtach,t burst,510.7192451,1532.36665,2865.162418,seachtach,_,448.5596672,1111.048138,2534.437996,seachtach,x,960.8699445,2153.947608,3156.046229,,,,,,,,,,
seachtoo-2,_,1594.096299,2531.19038,3415.661005,seachtoo-2,a,592.1075229,1324.542354,2601.087393,seachtoo-2,x,883.6712898,1933.221362,3170.615471,seachtoo-2,_,982.9550309,2219.924235,3381.776802,seachtoo-2,o,524.3668998,1434.817193,2597.752192,seachtoo-2,_,1298.429571,2463.607159,3438.604765,seachtoo-2,a,735.0940651,1715.641723,2753.901597,seachtoo-2,x,1158.186272,2095.127886,3128.008966,seachtoo-2,closure,1091.744187,2444.136542,3448.876583,seachtoo-2,t burst,422.3441771,1492.873276,2869.998373,seachtoo-2,o,458.9055585,1217.217422,2575.832411,,,,,,,,,,,,,,,,,,,,,,,,,
seachtoo-3,_,1519.533052,2568.421176,3388.218482,seachtoo-3,a,696.224394,1604.536171,2615.706771,seachtoo-3,x,758.0879782,1542.279142,2983.658969,seachtoo-3,_,1087.836801,2389.051658,3329.623305,seachtoo-3,o,469.5928363,1313.964964,2633.249617,seachtoo-3,_,1380.174824,2416.216309,3287.700633,seachtoo-3,a,695.7949769,1699.55551,2923.290193,seachtoo-3,x,853.6939007,2113.83638,3098.122903,seachtoo-3,_,1247.134578,2534.304818,3523.944111,seachtoo-3,o,508.7918915,1251.755913,2595.808687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtoo,_,1545.373788,2478.227422,3407.147895,seachtoo,a,441.5918177,1276.402087,2748.003918,seachtoo,x,1228.863918,2537.833334,3245.441204,seachtoo,_,1420.705008,2557.354899,3543.818163,seachtoo,o,395.9340242,1028.594608,2841.939456,seachtoo,_,1452.56951,2430.405051,3318.127693,seachtoo,a,477.7801321,1441.745587,2665.546907,seachtoo,x,1067.189925,2114.220838,3045.508428,seachtoo,_,1429.909121,2576.103952,3354.800473,seachtoo,o,442.7706281,1131.5135,3076.431714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtuu-2,_,1472.893628,2291.652226,3374.890821,seachtuu-2,a,377.8956256,1146.944098,2624.849162,seachtuu-2,x,1062.887891,2249.619095,3260.686444,seachtuu-2,closure,1398.503179,2508.668744,3301.49423,seachtuu-2,t burst,940.0796194,2278.953527,3075.872885,seachtuu-2,u,430.1071111,1396.096414,2784.525967,seachtuu-2,_,1418.160016,2346.984371,3341.843384,seachtuu-2,a,629.8500549,1723.447053,2811.555198,seachtuu-2,x,906.7158095,1910.48043,2997.451478,seachtuu-2,closure,1273.983662,2549.072737,3431.311307,seachtuu-2,t burst,494.5988684,1556.648044,2838.926761,seachtuu-2,o,402.4784501,1159.943383,2600.58142,,,,,,,,,,,,,,,,,,,,
seachtuu-3,_,1650.227457,2552.619742,3496.899834,seachtuu-3,a,523.5211246,1632.587302,2884.213457,seachtuu-3,x,955.5029211,1979.006224,3116.544467,seachtuu-3,closure,1170.451061,2290.50829,3195.613084,seachtuu-3,t burst,527.2780407,1686.880995,3031.402712,seachtuu-3,u,414.1155658,1258.908697,2582.096006,seachtuu-3,_,1403.069632,2447.676498,3384.132335,seachtuu-3,a,650.7016575,1714.522636,2942.87636,seachtuu-3,x,1020.294604,2000.374678,3078.316335,seachtuu-3,closure,849.4426262,2328.781931,3234.865202,seachtuu-3,t burst,335.5078046,1613.449488,2828.671059,seachtuu-3,u,441.1993596,1224.066647,2557.219187,,,,,,,,,,,,,,,,,,,,
seachtuu,_,1508.425535,2326.815307,3356.502387,seachtuu,a,572.9231319,1247.902854,2699.832455,seachtuu,x,903.7991107,1831.343534,3095.414775,seachtuu,closure,1549.974836,2564.02736,3519.631556,seachtuu,t burst,782.0321405,1770.521994,3029.637616,seachtuu,u,389.584668,1111.062786,3165.082317,seachtuu,_,1477.245034,2295.715809,3251.767064,seachtuu,a,574.8572841,1447.075013,2819.456639,seachtuu,x,1014.660278,2274.635746,3327.098005,seachtuu,_,1083.719248,2502.29191,3438.800895,seachtuu,o,469.273032,1287.096592,2980.412145,,,,,,,,,,,,,,,,,,,,,,,,,
seceach-2,_,1576.566805,2474.289041,3358.663829,seceach-2,e,433.2266428,1754.316281,2793.435215,seceach-2,closure,717.4902608,2073.944295,3033.199963,seceach-2,k burst,1272.036421,2141.93205,3048.807708,seceach-2,_,602.8108119,1658.053059,2779.158366,seceach-2,x,910.8573658,1845.466561,2964.103989,seceach-2,_,1623.477591,2509.421186,3453.471532,seceach-2,e,425.6812035,1941.12086,2840.095773,seceach-2,closure,903.0548872,2202.453663,3174.557111,seceach-2,k burst,1141.610326,2128.429184,3047.309845,seceach-2,_,500.9815806,1452.45793,2498.870306,seceach-2,x,987.4492584,2218.625596,3169.881116,,,,,,,,,,,,,,,,,,,,
seceach-3,_,1489.658051,2483.675962,3281.947616,seceach-3,e,367.9419295,1725.929834,2756.765388,seceach-3,closure,1152.134051,2393.928202,3205.218918,seceach-3,k_ burst,1703.253903,2408.83097,3398.589655,seceach-3,_,555.9758768,1706.322453,2963.416144,seceach-3,x,832.651522,1354.270542,2763.84225,seceach-3,_,1591.156287,2451.988968,3388.460898,seceach-3,e,329.3852067,1857.988864,3132.62946,seceach-3,closure,537.6967637,1925.283457,3079.23723,seceach-3,k_ burst,1365.451122,2202.861516,3418.511873,seceach-3,_,566.3784423,1601.513851,2922.858503,seceach-3,x,968.7792106,2439.770575,3515.501063,,,,,,,,,,,,,,,,,,,,
seceach,_,1539.597687,2543.092034,3411.95397,seceach,e,387.549808,1934.812117,3022.236814,seceach,closure,1034.16715,2327.624975,3421.451072,seceach,k_ burst,1276.642588,2140.94488,3240.176512,seceach,_,520.2090726,1471.383007,2688.118979,seceach,x,981.8204365,2026.417985,2969.482103,seceach,_,1260.308474,2341.536744,3361.752232,seceach,e,481.1310895,1739.10125,2947.700786,seceach,closure,1201.388045,2437.249935,3316.579024,seceach,k burst,1593.823374,2324.022281,3622.749532,seceach,_,606.655283,1515.056982,2712.385768,seceach,x,1153.562328,2066.516178,3070.58281,,,,,,,,,,,,,,,,,,,,
seeseach-2,_,1664.309674,2529.399195,3371.685339,seeseach-2,e,383.8397991,1659.247902,2766.514346,seeseach-2,_,1557.455443,2591.795528,3415.606832,seeseach-2,_,510.6437444,1338.759653,2362.00358,seeseach-2,x,889.9953501,1688.554522,2751.04053,seeseach-2,_,1582.178151,2441.425626,3391.422866,seeseach-2,e,469.2235147,1744.696779,2693.622959,seeseach-2,_,1163.714142,2303.553622,3229.90751,seeseach-2,_,617.720285,1655.606031,2709.057204,seeseach-2,x,1042.995365,2258.009175,3161.085796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach-3,_,1674.664837,2518.018273,3349.792911,seeseach-3,e,374.3813595,1997.767277,3186.969588,seeseach-3,closure,914.3323032,2263.019496,3125.421885,seeseach-3,k burst,792.9927242,2168.25798,2889.540752,seeseach-3,_,486.6586104,1716.372913,2790.47657,seeseach-3,x,1022.513982,2135.245108,3218.955462,seeseach-3,_,1570.943686,2438.038069,3277.09414,seeseach-3,e,375.2035334,1888.687973,3115.213832,seeseach-3,_,1705.605333,2466.014002,3361.635932,seeseach-3,_,475.9744138,1333.64841,2485.340438,seeseach-3,x,954.5693534,1865.742134,2845.779619,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach,_,1704.047512,2549.557789,3396.696647,seeseach,e,422.5017842,1550.849581,2746.42256,seeseach,_,1646.073896,2453.95487,3390.465934,seeseach,_,693.3147918,1779.381781,2867.359483,seeseach,x,893.7444575,2240.097653,3216.798814,seeseach,_,1498.069397,2474.317108,3384.357862,seeseach,e,442.0264134,1630.935689,2718.339164,seeseach,_,1361.026303,2386.537272,3246.772194,seeseach,_,526.5751974,1345.019787,2567.02296,seeseach,x,1008.072419,2386.31682,3431.161162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siicee-2,_,1463.700819,2669.6963,3379.042587,siicee-2,i,306.3896434,2146.794911,3093.76821,siicee-2,closure,923.9766813,2309.440831,3295.27496,siicee-2,k burst,1168.452783,2279.751665,3020.043559,siicee-2,e_,460.63748,1504.653198,2768.160339,siicee-2,_,1823.444732,2694.028116,3454.611107,siicee-2,i,295.8704932,2138.702126,3042.443572,siicee-2,closure,750.1938772,2308.647299,3229.17822,siicee-2,k burst,1212.806793,2294.173497,3126.955395,siicee-2,e,488.3608539,1711.340964,2873.271895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siicee-3,_,1745.08469,2620.660941,3432.065128,siicee-3,i,304.2295731,1907.744349,2932.465117,siicee-3,closure,253.9194823,2048.992135,3022.41318,siicee-3,k burst,1334.769432,2254.18989,3191.776145,siicee-3,e,494.2558537,1798.538237,2823.893875,siicee-3,_,1335.114393,2454.556158,3351.751652,siicee-3,i,303.1440943,2136.16722,3204.81844,siicee-3,closure,1209.064466,2207.334754,3349.778759,siicee-3,k burst,1585.344648,2454.434851,3593.841897,siicee-3,e,391.9816256,1627.90308,2754.093514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siicee,_,1889.2516,2714.171513,3475.844444,siicee,i,313.8685844,2071.899215,3186.161299,siicee,closure,541.0220806,2272.98625,3142.861658,siicee,k burst,1320.763544,2457.062474,3422.432367,siicee,e,392.3400807,1721.786011,2767.01074,siicee,_,1560.122591,2616.836427,3334.164141,siicee,i,300.1866639,2144.151481,3141.8197,siicee,closure,733.8102288,2015.165064,2596.64842,siicee,k burst,1452.270287,2307.946862,3170.795142,siicee,e,364.916558,1881.486271,3044.842674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siopa-2,_,1164.474744,2243.521221,3122.704084,siopa-2,o,562.5145809,1582.080123,2807.763586,siopa-2,closure,554.5096753,1699.198478,3113.799544,siopa-2,p burst,707.6900137,1721.404323,2792.017943,siopa-2,_,514.6506887,1460.880604,2755.665121,siopa-2,_,1396.838941,2348.307939,3281.098668,siopa-2,_,397.095583,1329.614308,2487.419591,siopa-2,closure,544.0870679,1551.901162,3016.181147,siopa-2,p burst,283.0239385,1284.613812,2462.756255,siopa-2,_,561.4852712,1635.560113,2943.062921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siopa-3,_,1363.665827,2403.861839,3320.263219,siopa-3,_,418.7053547,1402.61943,2448.501851,siopa-3,closure,689.7934191,1771.050727,3082.679092,siopa-3,p burst,499.2044394,1572.55173,2843.6591,siopa-3,_,573.4919617,1475.256488,2868.877834,siopa-3,_,1403.105195,2280.300863,3255.881206,siopa-3,_,448.6485997,1393.428283,2655.964105,siopa-3,closure,484.364155,1538.52908,3081.450854,siopa-3,p burst,517.1678155,1518.064389,2809.687346,siopa-3,_,428.4175545,1367.633821,2620.380563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siopa,_,1349.951055,2296.99082,3170.253243,siopa,_,386.2327699,1215.725821,2422.725886,siopa,closure,638.3660248,1686.199925,3139.905157,siopa,p burst,758.2077701,1788.919852,3003.869786,siopa,_,645.9512488,1575.475932,2822.461817,siopa,_,1430.094985,2505.33916,3356.720016,siopa,creak,415.7494793,1302.134604,2682.776326,siopa,closure,1116.800644,2299.26342,3518.000164,siopa,p burst,611.0729633,1467.653382,2963.956,siopa,_,433.4269663,1202.016801,2467.066121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soopa-2,s,1617.803998,2628.509154,3603.943953,soopa-2,o,525.2207276,1364.479236,2506.170596,soopa-2,closure,642.5509116,2125.713715,3350.633302,soopa-2,p burst,580.3081337,1696.470485,3103.076199,soopa-2,_,543.144998,1212.541892,2621.319134,soopa-2,s,1525.401819,2709.512172,3550.065191,soopa-2,o,504.874109,1329.648853,2517.199277,soopa-2,closure,504.5937147,1845.996113,3146.949567,soopa-2,p burst,503.2408916,1741.315233,3015.815011,soopa-2,_,412.824799,1432.492994,2712.493435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soopa-3,s,1598.325938,2614.873976,3561.472193,soopa-3,o,523.2861405,1372.033978,2322.675312,soopa-3,closure,631.6370685,2075.352392,3460.021759,soopa-3,p burst,566.1871476,1642.54103,2900.869243,soopa-3,_,541.9121592,1299.11224,2548.203556,soopa-3,s,1377.887016,2582.700678,3590.265459,soopa-3,o,498.0739395,1376.271553,2617.6795,soopa-3,closure,594.9077287,1876.514223,3259.691702,soopa-3,p burst,638.6574298,1787.862084,2998.041937,soopa-3,_,344.7686219,1141.685704,2734.371442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soopa,s,1327.371991,2612.206694,3504.870091,soopa,o,492.4842293,1333.322968,2387.603562,soopa,closure,622.6647803,2422.185852,3290.229371,soopa,p burst,614.1954871,1798.051608,3273.114801,soopa,_,566.782529,1606.93896,2808.39862,soopa,s,1028.303723,2400.762489,3354.768574,soopa,o,400.4833499,1137.87117,2307.904866,soopa,closure,635.6500131,2232.144619,3304.724832,soopa,p burst,399.7461275,1471.774102,2744.633908,soopa,_,528.3961615,1421.187813,2802.040792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tachpaa-2,closure,796.8196675,2116.356489,3398.454213,tachpaa-2,t burst,873.1421088,2301.688418,3118.500392,tachpaa-2,a,640.1834612,1696.707524,2945.243159,tachpaa-2,x,673.3743104,1976.92305,3008.980854,tachpaa-2,closure,895.4221709,2372.239636,3234.925554,tachpaa-2,p burst,819.8901934,1917.647361,2891.644783,tachpaa-2,a,655.2458741,1644.19682,2688.918975,tachpaa-2,closure,998.9621653,2210.074026,3508.19943,tachpaa-2,t burst,635.339615,1820.433881,2995.439435,tachpaa-2,a,699.3750445,1617.324153,2888.334847,tachpaa-2,x,1019.729378,2457.675476,3521.316794,tachpaa-2,closure,840.4032304,1963.983751,3213.882696,tachpaa-2,p burst,551.9284264,1563.471726,2891.162758,tachpaa-2,a,707.7473543,1614.098006,2761.004715,,,,,,,,,,
tachpaa-3,closure,843.6091244,2157.414469,3126.380015,tachpaa-3,t burst,959.4010923,2164.428373,3214.943811,tachpaa-3,a,724.3783189,1648.568548,2837.199835,tachpaa-3,x,827.540247,1981.549554,3026.107576,tachpaa-3,closure,893.8275382,2392.029503,3573.47886,tachpaa-3,p burst,276.8057802,1144.40368,2639.058659,tachpaa-3,a,549.8729197,1383.877121,2729.458409,tachpaa-3,closure,908.3523077,2388.203238,3531.434632,tachpaa-3,t burst,689.0041408,1573.430268,2949.775917,tachpaa-3,a,758.8969371,1802.579821,2750.446332,tachpaa-3,x,786.60152,1437.440827,2872.495578,tachpaa-3,closure,1050.72247,2516.058369,3513.397124,tachpaa-3,p burst,271.8952705,1307.871739,2624.702468,tachpaa-3,a,569.8944319,1423.771981,2686.478897,,,,,,,,,,
tachpaa,closure,1092.874866,2529.952279,3804.768191,tachpaa,t burst,1110.98838,2164.938799,3307.165074,tachpaa,a,652.8380752,1452.732704,2551.442198,tachpaa,x,916.8761473,2191.395022,3312.444366,tachpaa,closure,1064.481395,2357.071201,3461.458073,tachpaa,p burst,423.2211189,1529.438281,2698.185489,tachpaa,a,518.388828,1242.540152,2816.539045,tachpaa,closure,1043.543906,2589.276035,3542.575841,tachpaa,t burst,709.7439797,2009.744574,3029.957011,tachpaa,a,579.4345024,1404.423263,2773.501998,tachpaa,x,851.9435709,2277.363414,3206.83686,tachpaa,closure,944.4408659,2425.877931,3424.852741,tachpaa,p burst,309.5845637,1281.45078,2538.240949,tachpaa,a,583.3357247,1291.880373,2635.7545,,,,,,,,,,
tachta-2,closure,810.3002609,2260.050087,3210.804179,tachta-2,t burst,526.9856907,1824.51532,2912.595794,tachta-2,a,664.2198444,1346.944803,2556.938057,tachta-2,x,882.0361143,1869.647715,2996.781633,tachta-2,closure,1223.056138,2494.823389,3558.437625,tachta-2,t burst,458.4557869,1621.128517,2860.559892,tachta-2,_,606.485391,1671.1115,2523.740059,tachta-2,x,916.6989448,1824.164324,2977.5989,tachta-2,closure,783.5108996,2036.039671,3107.946705,tachta-2,t burst,843.2765726,1967.322333,3022.962132,tachta-2,a,694.1225739,1359.617281,2557.570265,tachta-2,x,1146.525032,2047.340591,3329.498085,tachta-2,closure,1178.493061,2331.384985,3332.20362,tachta-2,t burst,921.5545241,2003.032322,3220.313557,tachta-2,_,494.6794514,1551.923842,2777.850626,,,,,
tachta-3,closure,1173.559032,2488.284693,3550.548424,tachta-3,t burst,873.9274426,1887.849686,3048.75635,tachta-3,a,701.1696867,1664.028553,2785.109399,tachta-3,x,1120.973679,2551.671503,3347.32697,tachta-3,closure,1041.165288,2553.382178,3404.16496,tachta-3,t burst,447.6905648,1561.239201,2907.988582,tachta-3,_,667.113642,1661.93203,2825.674421,tachta-3,closure,564.4130298,2327.958844,3305.757225,tachta-3,t burst,1109.4144,2326.678634,3131.70249,tachta-3,a,654.9167129,1595.027536,2794.53971,tachta-3,x,1044.14554,2126.154344,3161.733473,tachta-3,_,1221.892412,2538.420605,3454.602975,tachta-3,_,567.3949772,1566.339269,2845.642895,,,,,,,,,,,,,,,
tachta,closure,1052.872275,2433.82314,3556.796622,tachta,t burst,1034.544272,2282.028436,3172.708293,tachta,a,727.0500022,1685.764234,2831.952195,tachta,x,1156.826371,2243.546833,3284.153266,tachta,closure,1194.815176,2444.789088,3473.537135,tachta,t burst,894.5901407,1717.589088,3006.103554,tachta,_,620.9351331,1649.861814,2809.796524,tachta,closure,794.4982399,2297.157121,3424.40039,tachta,t burst,932.2625828,2091.98161,3152.557647,tachta,a,663.8037954,1625.605682,2741.137329,tachta,x,1172.158093,2054.604199,3121.744211,tachta,_,1576.187163,2602.560025,3615.253486,tachta,_,415.5586796,1483.571654,2716.82886,,,,,,,,,,,,,,,
tachtach-2,closure,1178.389513,2632.760502,3665.093247,tachtach-2,t burst,674.6577988,1897.768126,3061.257714,tachtach-2,a,669.888094,1675.98054,2566.229541,tachtach-2,x,1035.317748,2203.146881,3126.487558,tachtach-2,closure,1071.351602,2391.749124,3436.645464,tachtach-2,t burst,478.5824999,1718.388802,2807.959846,tachtach-2,_,551.9063503,1380.956269,2595.685542,tachtach-2,x,1051.340386,2460.681664,3351.401738,tachtach-2,closure,1008.746445,2440.486215,3407.39324,tachtach-2,t burst,516.0869434,1491.772609,2857.659425,tachtach-2,a,663.8758478,1599.611284,2671.086628,tachtach-2,x,979.5843472,1973.690731,2954.063479,tachtach-2,_,1289.037364,2699.782571,3546.58939,tachtach-2,_,520.0229672,1236.722588,2513.686323,tachtach-2,x,1006.350559,2396.315906,3258.0981,,,,,
tachtach-3,closure,1259.213178,2686.254433,3667.375459,tachtach-3,t burst,1214.04285,2398.922209,3401.03558,tachtach-3,a,790.6327287,1597.506021,2743.320362,tachtach-3,x,1063.522703,2233.427511,3225.672232,tachtach-3,closure,1363.981194,2717.449336,3482.241932,tachtach-3,t burst,990.5325832,2160.69077,2984.321616,tachtach-3,_,626.3896915,1505.305573,2793.998884,tachtach-3,x,941.8333008,2080.007165,2868.165312,tachtach-3,closure,834.2403563,2173.394634,3268.054132,tachtach-3,t burst,371.0432391,1467.27205,2729.930517,tachtach-3,a,774.3344148,1765.045882,2990.352398,tachtach-3,x,1006.468359,2055.241621,3053.201948,tachtach-3,closure,1463.12852,2573.15867,3632.689047,tachtach-3,t burst,898.8520357,1942.356102,3170.276509,tachtach-3,_,580.1245487,1465.388054,2870.490235,tachtach-3,x,1003.488043,2104.12392,3034.944367
tachtach,closure,949.7645212,2311.120762,3637.657897,tachtach,t burst,743.4728483,1645.08498,2924.316555,tachtach,a,749.0311979,1539.929062,2773.672645,tachtach,x,861.6831477,2025.429959,3125.756255,tachtach,closure,814.3483577,2320.061161,3392.949046,tachtach,t burst,555.5856673,1635.749798,2992.69032,tachtach,_,520.7021012,1128.793933,2610.99469,tachtach,x,1050.748941,2218.492594,3127.248135,tachtach,closure,753.4332816,2310.252977,3207.779442,tachtach,t burst,721.2003726,1921.002534,3093.281495,tachtach,a,755.7264496,1760.483502,2640.459485,tachtach,x,815.3107463,1821.039218,2991.774459,tachtach,closure,1223.876731,2676.73072,3523.449168,tachtach,t burst,462.6060555,1586.416436,2771.08897,tachtach,_,496.1691439,1209.977666,2593.636061,tachtach,x,911.8078524,2241.93092,3191.327178
tacii-2,closure,737.2544113,1999.525212,3364.032314,tacii-2,t burst,1118.155269,2357.144312,3212.072959,tacii-2,a,561.7513456,1443.357734,2821.910139,tacii-2,closure,739.4033871,1596.016665,2930.062412,tacii-2,k burst,592.4979604,1718.141525,2604.790663,tacii-2,i,292.9629601,2031.056329,3018.895677,tacii-2,closure,452.4634351,1608.118218,2948.541952,tacii-2,t burst,712.2822982,1905.31103,2967.271238,tacii-2,a,516.8498541,1539.795277,2867.315736,tacii-2,closure,832.8678989,1655.404258,2988.942353,tacii-2,k burst,1369.352042,2235.06899,3172.705191,tacii-2,i,311.2153154,1779.818234,2907.424368,,,,,,,,,,,,,,,,,,,,
tacii-3,closure,1366.01885,2701.898352,3639.505565,tacii-3,t burst,1030.328946,2223.853613,3154.190157,tacii-3,a,543.5531661,1450.59829,2468.785569,tacii-3,closure,694.1739885,1528.348247,2905.249223,tacii-3,k burst,1228.66689,1807.66067,2812.661283,tacii-3,i,357.5283785,1676.914924,2869.552047,tacii-3,closure,1173.781441,2506.619218,3492.895033,tacii-3,t burst,523.4258915,1716.395331,2858.760718,tacii-3,a,525.5080273,1558.734161,2456.847387,tacii-3,closure,892.8879545,1755.076152,3070.858872,tacii-3,k burst,1267.777476,2161.509281,3015.052125,tacii-3,i,305.5453843,2010.449523,2819.4686,,,,,,,,,,,,,,,,,,,,
